,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff,,,,
987,"(4, 6, -7)",33.2,23.98,10.21,188.9,"(4, 7, 6)",1.157128748,2.348677767,-0.903036239,,,,
988,"(-7, 6, -5)",21.2,39.5,13.73,247,"(5, 7, 6)",1.108781645,2.876911872,1.332847779,,,,
989,"(-5, 7, -6)",21.2,23.63,12.42,229.4,"(5, 7, 6)",1.108781645,1.90257649,0.195652174,,,,
990,"(-6, 5, -7)",21.2,-14.52,14.52,354.2,"(5, 7, 6)",1.108781645,-1,-2.460055096,,,,
991,"(-6, -5, 7)",21.2,13.61,10.94,212.2,"(5, 7, 6)",1.108781645,1.244058501,-0.693784278,,,,
992,"(-7, 5, -6)",21.2,40.89,13.72,324.9,"(5, 7, 6)",1.108781645,2.9803207,1.435131195,,,,
993,"(-6, 7, -5)",21.2,2.9,12.89,200,"(5, 7, 6)",1.108781645,0.224980605,-1.419705198,,,,
994,"(-5, 6, -7)",21.2,39.13,14.28,302.3,"(5, 7, 6)",1.108781645,2.740196078,1.255602241,,,,
995,"(-5, -6, 7)",21.2,12.09,12.55,125.1,"(5, 7, 6)",1.108781645,0.963346614,-0.725896414,,,,
996,"(7, -6, 5)",21.2,18.79,16.45,238.5,"(5, 7, 6)",1.108781645,1.14224924,-0.146504559,,,,
997,"(5, -7, 6)",21.2,57.4,16.17,219.1,"(5, 7, 6)",1.108781645,3.54978355,2.238713667,,,,
998,"(6, -5, 7)",21.2,37.13,16.91,348,"(5, 7, 6)",1.108781645,2.195742164,0.942046127,,,,
999,"(6, 5, -7)",21.2,-9.93,9.93,243,"(5, 7, 6)",1.108781645,-1,-3.134944612,,,,
1000,"(7, -5, 6)",21.2,5.81,16.9,318.5,"(5, 7, 6)",1.108781645,0.343786982,-0.910650888,,,,
1001,"(6, -7, 5)",21.2,31.66,15.64,197.5,"(5, 7, 6)",1.108781645,2.024296675,0.668797954,,,,
1002,"(5, -6, 7)",21.2,81.31,17.58,291.9,"(5, 7, 6)",1.108781645,4.625142207,3.419226394,,,,
1003,"(5, 6, -7)",21.2,32.26,9.97,154.2,"(5, 7, 6)",1.108781645,3.235707121,1.109327984,,,,
1004,"(-7, 6, -6)",19,55.03,14.41,284,"(6, 7, 6)",1.057181818,3.818875781,2.500346981,,,,
1005,"(-6, 7, -6)",19,10.27,13.59,239.6,"(6, 7, 6)",1.057181818,0.755702723,-0.642384106,,,,
1006,"(-6, 6, -7)",19,74.55,14.21,316,"(6, 7, 6)",1.057181818,5.246305419,3.90921886,,,,
1007,"(-6, -6, 7)",19,33.63,10.72,96.8,"(6, 7, 6)",1.057181818,3.137126866,1.364738806,,,,
1008,"(7, -6, 6)",19,55.17,18.84,268.8,"(6, 7, 6)",1.057181818,2.928343949,1.91985138,,,,
1009,"(6, -7, 6)",19,-16.15,16.15,222.2,"(6, 7, 6)",1.057181818,-1,-2.176470588,,,,
1010,"(6, -6, 7)",19,14.26,16.54,295.9,"(6, 7, 6)",1.057181818,0.862152358,-0.286577993,,,,
1011,"(6, 6, -7)",19,37.54,9.92,112.3,"(6, 7, 6)",1.057181818,3.784274194,1.868951613,,,,
1012,"(0, -7, 7)",11.18,37.24,17.94,192,"(0, 7, 7)",1.174706394,2.07580825,1.452619844,,,,
1013,"(0, 7, -7)",11.18,45.4,9.59,209,"(0, 7, 7)",1.174706394,4.734098019,3.568300313,,,,
1014,"(-7, 1, -7)",5.56,1.15,12.93,550.8,"(1, 7, 7)",1.168758475,0.088940449,-0.341067285,,,,
1015,"(-7, 7, -1)",5.56,-3.54,9.3,44.7,"(1, 7, 7)",1.168758475,-0.380645161,-0.978494624,,,,
1016,"(-1, 7, -7)",5.56,22.41,9.67,214.1,"(1, 7, 7)",1.168758475,2.317476732,1.742502585,,,,
1017,"(-1, -7, 7)",5.56,41.34,18.44,179.7,"(1, 7, 7)",1.168758475,2.24186551,1.940347072,,,,
1018,"(7, -1, 7)",5.56,-2.84,15.34,538.2,"(1, 7, 7)",1.168758475,-0.185136897,-0.547588005,,,,
1019,"(7, -7, 1)",5.56,-9.69,14.66,41.2,"(1, 7, 7)",1.168758475,-0.660982265,-1.040245566,,,,
1020,"(1, -7, 7)",5.56,-17.26,17.26,209.1,"(1, 7, 7)",1.168758475,-1,-1.322132097,,,,
1021,"(1, 7, -7)",5.56,48.69,9.71,192.6,"(1, 7, 7)",1.168758475,5.014418126,4.441812564,,,,
1022,"(-7, 2, -7)",19.1,41.34,13.76,502.3,"(2, 7, 7)",1.151442578,3.004360465,1.61627907,,,,
1023,"(-7, 7, -2)",19.1,-2.85,9.66,90.3,"(2, 7, 7)",1.151442578,-0.295031056,-2.272256729,,,,
1024,"(-2, 7, -7)",19.1,40.48,9.87,233.5,"(2, 7, 7)",1.151442578,4.101317123,2.166160081,,,,
1025,"(-2, -7, 7)",19.1,-4.17,17.05,155.1,"(2, 7, 7)",1.151442578,-0.24457478,-1.364809384,,,,
1026,"(7, -2, 7)",19.1,77.42,17.2,490.9,"(2, 7, 7)",1.151442578,4.501162791,3.390697674,,,,
1027,"(7, -7, 2)",19.1,60.74,14.48,81,"(2, 7, 7)",1.151442578,4.194751381,2.875690608,,,,
1028,"(2, -7, 7)",19.1,48.98,16.7,222.1,"(2, 7, 7)",1.151442578,2.932934132,1.789221557,,,,
1029,"(2, 7, -7)",19.1,47.58,9.54,168.8,"(2, 7, 7)",1.151442578,4.987421384,2.985324948,,,,
1030,"(-7, 3, -7)",151.46,205.59,15.48,449.3,"(3, 7, 7)",1.124217863,13.28100775,3.496770026,,,,
1031,"(-7, 7, -3)",151.46,203.95,11.83,137.7,"(3, 7, 7)",1.124217863,17.24006762,4.437024514,,,,
1032,"(-3, 7, -7)",151.46,192.22,11.5,245.8,"(3, 7, 7)",1.124217863,16.71478261,3.544347826,,,,
1033,"(-3, -7, 7)",151.46,120.12,15.31,121.4,"(3, 7, 7)",1.124217863,7.845852384,-2.047028086,,,,
1034,"(7, -3, 7)",151.46,175.03,17.99,435.1,"(3, 7, 7)",1.124217863,9.729294052,1.310172318,,,,
1035,"(7, -7, 3)",151.46,195.97,15.07,123.2,"(3, 7, 7)",1.124217863,13.00398142,2.9535501,,,,
1036,"(3, -7, 7)",151.46,80.15,17.27,228.7,"(3, 7, 7)",1.124217863,4.640995947,-4.129125651,,,,
1037,"(3, 7, -7)",151.46,241.47,10.97,146.7,"(3, 7, 7)",1.124217863,22.0118505,8.205104831,,,,
1038,"(-7, 4, -7)",16.2,86.29,15.59,399.7,"(4, 7, 7)",1.08915564,5.534958307,4.495830661,,,,
1039,"(-7, 7, -4)",16.2,37.66,12.31,173,"(4, 7, 7)",1.08915564,3.059301381,1.743298132,,,,
1040,"(-4, 7, -7)",16.2,15.44,11.6,253.5,"(4, 7, 7)",1.08915564,1.331034483,-0.065517241,,,,
1041,"(-7, -4, 7)",16.2,-9.1,9.68,401.3,"(4, 7, 7)",1.08915564,-0.940082645,-2.613636364,,,,
1042,"(-4, -7, 7)",16.2,-13.98,13.98,90.4,"(4, 7, 7)",1.08915564,-1,-2.158798283,,,,
1043,"(7, -4, 7)",16.2,-4.24,18.07,385.3,"(4, 7, 7)",1.08915564,-0.234643055,-1.131156613,,,,
1044,"(7, -7, 4)",16.2,-8.21,15.12,166.2,"(4, 7, 7)",1.08915564,-0.542989418,-1.614417989,,,,
1045,"(4, -7, 7)",16.2,7.24,17.15,248,"(4, 7, 7)",1.08915564,0.422157434,-0.52244898,,,,
1046,"(7, 4, -7)",16.2,7.09,9.43,466.9,"(4, 7, 7)",1.08915564,0.751855779,-0.966065748,,,,
1047,"(4, 7, -7)",16.2,17.76,10,118.1,"(4, 7, 7)",1.08915564,1.776,0.156,,,,
1048,"(-7, 5, -7)",5.1,-12.22,15.05,356.5,"(5, 7, 7)",1.048551618,-0.811960133,-1.150830565,,,,
1049,"(-7, 7, -5)",5.1,-13.85,13.85,218.2,"(5, 7, 7)",1.048551618,-1,-1.368231047,,,,
1050,"(-5, 7, -7)",5.1,32.39,13.34,266.1,"(5, 7, 7)",1.048551618,2.428035982,2.045727136,,,,
1051,"(-7, -5, 7)",5.1,70.39,8.59,164.4,"(5, 7, 7)",1.048551618,8.194412107,7.600698487,,,,
1052,"(-5, -7, 7)",5.1,76.74,13.36,78.9,"(5, 7, 7)",1.048551618,5.744011976,5.362275449,,,,
1053,"(7, -5, 7)",5.1,-10.08,18.22,352.8,"(5, 7, 7)",1.048551618,-0.5532382,-0.833150384,,,,
1054,"(7, -7, 5)",5.1,49.66,16.06,200.8,"(5, 7, 7)",1.048551618,3.092154421,2.774595268,,,,
1055,"(5, -7, 7)",5.1,-9.26,17.06,268.3,"(5, 7, 7)",1.048551618,-0.542790152,-0.841735053,,,,
1056,"(7, 5, -7)",5.1,9.49,8.25,184.4,"(5, 7, 7)",1.048551618,1.15030303,0.532121212,,,,
1057,"(5, 7, -7)",5.1,34.07,11.62,76.7,"(5, 7, 7)",1.048551618,2.932013769,2.493115318,,,,
1058,"(-7, 6, -7)",0.13,37.2,15.33,321.8,"(6, 7, 7)",1.004592592,2.426614481,2.418134377,,,,
1059,"(-7, 7, -6)",0.13,44.45,14.02,249.2,"(6, 7, 7)",1.004592592,3.170470756,3.161198288,,,,
1060,"(-6, 7, -7)",0.13,-14.79,14.79,262.5,"(6, 7, 7)",1.004592592,-1,-1.008789723,,,,
1061,"(-7, -6, 7)",0.13,-4.05,9.87,58.3,"(6, 7, 7)",1.004592592,-0.410334347,-0.423505572,,,,
1062,"(-6, -7, 7)",0.13,16.78,11.45,30.6,"(6, 7, 7)",1.004592592,1.465502183,1.454148472,,,,
1063,"(7, -6, 7)",0.13,14.75,17.58,321.8,"(6, 7, 7)",1.004592592,0.839021615,0.831626849,,,,
1064,"(7, -7, 6)",0.13,53.98,17.22,231.3,"(6, 7, 7)",1.004592592,3.134727062,3.1271777,,,,
1065,"(6, -7, 7)",0.13,5.55,18.14,266.2,"(6, 7, 7)",1.004592592,0.305953693,0.298787211,,,,
1066,"(7, 6, -7)",0.13,-9.74,9.74,57.1,"(6, 7, 7)",1.004592592,-1,-1.013347023,,,,
1067,"(6, 7, -7)",0.13,16.26,11.41,30.7,"(6, 7, 7)",1.004592592,1.425065732,1.413672217,,,,
1068,"(-7, 7, -7)",49.73,75.03,15.76,277.8,"(7, 7, 7)",0.959143754,4.760786802,1.605329949,,,,
1069,"(7, -7, 7)",49.73,37.42,19.54,262.4,"(7, 7, 7)",0.959143754,1.915046059,-0.629989765,,,,
1070,"(-8, -1, 0)",4.86,63.72,11.36,494.5,"(0, 8, 1)",1.442399929,5.60915493,5.181338028,,,,
1071,"(-8, 1, 0)",4.86,-16.12,16.12,302.7,"(0, 8, 1)",1.442399929,-1,-1.301488834,,,,
1072,"(8, 1, 0)",4.86,5.27,9.53,485.7,"(0, 8, 1)",1.442399929,0.552990556,0.043022036,,,,
1073,"(-8, 0, -1)",4.86,36.44,11.32,440.3,"(0, 8, 1)",1.442399929,3.219081272,2.78975265,,,,
1074,"(-8, 0, 1)",4.86,-13.97,13.97,332.1,"(0, 8, 1)",1.442399929,-1,-1.347888332,,,,
1075,"(8, 0, 1)",4.86,-11.04,11.04,430.5,"(0, 8, 1)",1.442399929,-1,-1.440217391,,,,
1076,"(8, 0, -1)",4.86,18.21,10.59,321.5,"(0, 8, 1)",1.442399929,1.719546742,1.260623229,,,,
1077,"(8, 1, 1)",18.88,-11.88,11.88,517.8,"(1, 8, 1)",1.431430949,-1,-2.589225589,,,,
1078,"(8, -1, -1)",18.88,38.8,9.77,230,"(1, 8, 1)",1.431430949,3.971340839,2.038894575,,,,
1079,"(-8, 1, -1)",18.88,15.72,12.3,364.6,"(1, 8, 1)",1.431430949,1.27804878,-0.256910569,,,,
1080,"(-8, -1, 1)",18.88,51.2,13.27,442.5,"(1, 8, 1)",1.431430949,3.858327054,2.435568953,,,,
1081,"(-8, -1, -1)",18.88,55.16,11.86,533.3,"(1, 8, 1)",1.431430949,4.650927487,3.059021922,,,,
1082,"(-8, 1, 1)",18.88,-8.43,12.03,243.9,"(1, 8, 1)",1.431430949,-0.70074813,-2.270157938,,,,
1083,"(8, -1, 1)",18.88,40.43,14.26,345.4,"(1, 8, 1)",1.431430949,2.835203366,1.511220196,,,,
1084,"(8, 1, -1)",18.88,12.6,9.27,425.4,"(1, 8, 1)",1.431430949,1.359223301,-0.677454153,,,,
1085,"(-8, 2, 0)",75.01,88.2,10.98,235.9,"(0, 8, 2)",1.410223392,8.032786885,1.201275046,,,,
1086,"(8, -2, 0)",75.01,105.73,11.38,223.2,"(0, 8, 2)",1.410223392,9.29086116,2.699472759,,,,
1087,"(-8, 0, -2)",75,127.14,10.14,483.2,"(0, 8, 2)",1.410223392,12.53846154,5.142011834,,,,
1088,"(-8, 0, 2)",75.01,91.88,13.87,256.2,"(0, 8, 2)",1.410223392,6.624369142,1.21629416,,,,
1089,"(8, 0, 2)",75,117.32,11.76,469.8,"(0, 8, 2)",1.410223392,9.976190476,3.598639456,,,,
1090,"(8, 0, -2)",75.01,100.95,9.8,236.3,"(0, 8, 2)",1.410223392,10.30102041,2.646938776,,,,
1091,"(8, -2, -1)",26.92,1.76,10.53,159.5,"(1, 8, 2)",1.399967086,0.1671415,-2.389363723,,,,
1092,"(-8, 2, -1)",26.92,45.53,13.05,290.8,"(1, 8, 2)",1.399967086,3.488888889,1.42605364,,,,
1093,"(-8, -2, 1)",26.92,29.14,14.2,572.5,"(1, 8, 2)",1.399967086,2.052112676,0.156338028,,,,
1094,"(8, 1, 2)",26.92,36.73,14.1,553.4,"(1, 8, 2)",1.399967086,2.604964539,0.695744681,,,,
1095,"(8, -1, -2)",26.92,0.18,9.57,148,"(1, 8, 2)",1.399967086,0.018808777,-2.79414838,,,,
1096,"(-8, 1, -2)",26.92,55.22,12.61,403.3,"(1, 8, 2)",1.399967086,4.379064235,2.244250595,,,,
1097,"(-1, 2, -8)",26.92,22.03,9.19,588.4,"(1, 8, 2)",1.399967086,2.397170838,-0.532100109,,,,
1098,"(-8, -1, 2)",26.92,-13.87,13.87,372.9,"(1, 8, 2)",1.399967086,-1,-2.940879596,,,,
1099,"(-8, 2, 1)",26.92,34.74,9.39,170.2,"(1, 8, 2)",1.399967086,3.699680511,0.832800852,,,,
1100,"(8, -2, 1)",26.92,9.08,14.6,281.7,"(1, 8, 2)",1.399967086,0.621917808,-1.221917808,,,,
1101,"(8, 2, -1)",26.92,8.98,10.88,554.4,"(1, 8, 2)",1.399967086,0.825367647,-1.648897059,,,,
1102,"(-8, -1, -2)",26.92,67.94,13.04,565.1,"(1, 8, 2)",1.399967086,5.210122699,3.145705521,,,,
1103,"(-8, 1, 2)",26.92,4.85,10.19,163.6,"(1, 8, 2)",1.399967086,0.47595682,-2.165848871,,,,
1104,"(8, -1, 2)",26.92,16.72,15.54,394.3,"(1, 8, 2)",1.399967086,1.075933076,-0.656370656,,,,
1105,"(1, -2, 8)",26.92,8.18,14.53,579.4,"(1, 8, 2)",1.399967086,0.562973159,-1.289745354,,,,
1106,"(8, 1, -2)",26.92,28.4,11.07,351.9,"(1, 8, 2)",1.399967086,2.565492322,0.13369467,,,,
1107,"(8, -2, -2)",20.81,-10.46,10.46,82.1,"(2, 8, 2)",1.370490793,-1,-2.989483748,,,,
1108,"(-8, 2, -2)",20.81,-0.27,12.67,349.5,"(2, 8, 2)",1.370490793,-0.021310182,-1.663772691,,,,
1109,"(-2, 2, -8)",20.81,36.87,10.47,570.8,"(2, 8, 2)",1.370490793,3.521489971,1.533906399,,,,
1110,"(-8, -2, 2)",20.81,-11.18,11.18,522.4,"(2, 8, 2)",1.370490793,-1,-2.861359571,,,,
1111,"(-8, 2, 2)",20.81,-8.6,8.6,98.8,"(2, 8, 2)",1.370490793,-1,-3.419767442,,,,
1112,"(8, -2, 2)",20.81,0.55,15.3,329,"(2, 8, 2)",1.370490793,0.035947712,-1.324183007,,,,
1113,"(2, -2, 8)",20.81,57.49,15.5,562.4,"(2, 8, 2)",1.370490793,3.709032258,2.366451613,,,,
1114,"(8, 2, -2)",20.81,43.25,10.06,501,"(2, 8, 2)",1.370490793,4.299204771,2.230616302,,,,
1115,"(-8, 3, 0)",59,10.46,9.22,177.4,"(0, 8, 3)",1.361071501,1.134490239,-5.264642082,,,,
1116,"(8, -3, 0)",59,56.64,11.94,162.9,"(0, 8, 3)",1.361071501,4.743718593,-0.197654941,,,,
1117,"(-8, 0, -3)",59,96.79,10.88,514.9,"(0, 8, 3)",1.361071501,8.896139706,3.473345588,,,,
1118,"(-8, 0, 3)",59,100.2,9.97,156.9,"(0, 8, 3)",1.361071501,10.05015045,4.132397192,,,,
1119,"(8, 0, 3)",59,103.34,14.26,502.1,"(0, 8, 3)",1.361071501,7.24684432,3.109396914,,,,
1120,"(0, -3, 8)",59,55.28,15.41,512.6,"(0, 8, 3)",1.361071501,3.587280986,-0.241401687,,,,
1121,"(8, 0, -3)",59,53.78,8.62,134,"(0, 8, 3)",1.361071501,6.238979118,-0.605568445,,,,
1122,"(0, 3, -8)",59,57.75,9.31,529.3,"(0, 8, 3)",1.361071501,6.203007519,-0.134264232,,,,
1123,"(8, -3, -1)",14.63,19.24,11.92,107,"(1, 8, 3)",1.351843791,1.61409396,0.386744966,,,,
1124,"(-8, 3, -1)",14.63,6.97,11,234.1,"(1, 8, 3)",1.351843791,0.633636364,-0.696363636,,,,
1125,"(8, 1, 3)",14.63,-15.39,15.39,584.3,"(1, 8, 3)",1.351843791,-1,-1.950617284,,,,
1126,"(8, -1, -3)",14.63,18.79,9.18,55.4,"(1, 8, 3)",1.351843791,2.046840959,0.453159041,,,,
1127,"(-8, 1, -3)",14.63,-10.96,10.96,440.5,"(1, 8, 3)",1.351843791,-1,-2.334854015,,,,
1128,"(-1, 3, -8)",14.63,-8.09,8.09,512.8,"(1, 8, 3)",1.351843791,-1,-2.808405439,,,,
1129,"(-8, -1, 3)",14.63,-12.05,12.05,266.7,"(1, 8, 3)",1.351843791,-1,-2.214107884,,,,
1130,"(-1, -3, 8)",14.63,-16.81,16.81,532.3,"(1, 8, 3)",1.351843791,-1,-1.870315289,,,,
1131,"(-8, 3, 1)",14.63,6.07,8.43,110.1,"(1, 8, 3)",1.351843791,0.72004745,-1.015421115,,,,
1132,"(8, -3, 1)",14.63,29.17,12.35,220.3,"(1, 8, 3)",1.351843791,2.36194332,1.177327935,,,,
1133,"(-8, -1, -3)",14.63,8.29,12.68,579.7,"(1, 8, 3)",1.351843791,0.653785489,-0.5,,,,
1134,"(-8, 1, 3)",14.63,17.53,8.61,70.2,"(1, 8, 3)",1.351843791,2.036004646,0.336817654,,,,
1135,"(8, -1, 3)",14.63,15.55,13.24,433.4,"(1, 8, 3)",1.351843791,1.174471299,0.069486405,,,,
1136,"(1, -3, 8)",14.63,35.39,14.15,496.9,"(1, 8, 3)",1.351843791,2.501060071,1.467137809,,,,
1137,"(8, 1, -3)",14.63,8.95,9.62,253.9,"(1, 8, 3)",1.351843791,0.93035343,-0.59043659,,,,
1138,"(1, 3, -8)",14.63,23.7,10.96,546.6,"(1, 8, 3)",1.351843791,2.162408759,0.827554745,,,,
1139,"(8, -3, -2)",124.16,77.15,11.68,34,"(2, 8, 3)",1.325247544,6.605308219,-4.024828767,,,,
1140,"(-8, 3, -2)",124.16,136.62,13.05,279.8,"(2, 8, 3)",1.325247544,10.46896552,0.954789272,,,,
1141,"(-3, 2, -8)",124.16,188.26,12.17,561.6,"(2, 8, 3)",1.325247544,15.46918652,5.267050123,,,,
1142,"(-8, 2, -3)",124.16,116.57,13.54,379.5,"(2, 8, 3)",1.325247544,8.609305761,-0.5605613,,,,
1143,"(-2, 3, -8)",124.16,149.65,8.53,503.6,"(2, 8, 3)",1.325247544,17.54396249,2.988276671,,,,
1144,"(-8, -2, 3)",124.16,74.49,12.35,450.8,"(2, 8, 3)",1.325247544,6.031578947,-4.021862348,,,,
1145,"(-2, -3, 8)",124.16,158.86,17.99,544.3,"(2, 8, 3)",1.325247544,8.830461367,1.928849361,,,,
1146,"(-8, 3, 2)",124.16,139.49,8.42,48.7,"(2, 8, 3)",1.325247544,16.56650831,1.820665083,,,,
1147,"(8, -3, 2)",124.16,68.13,16.81,267.9,"(2, 8, 3)",1.325247544,4.052944676,-3.333135039,,,,
1148,"(8, -2, 3)",124.16,102.66,17.5,368,"(2, 8, 3)",1.325247544,5.866285714,-1.228571429,,,,
1149,"(2, -3, 8)",124.16,147.68,13.57,490.6,"(2, 8, 3)",1.325247544,10.88282977,1.733235077,,,,
1150,"(8, 2, -3)",124.16,78.92,8.66,415.7,"(2, 8, 3)",1.325247544,9.113163972,-5.224018476,,,,
1151,"(2, 3, -8)",124.16,157.57,13.61,562.6,"(2, 8, 3)",1.325247544,11.57751653,2.454812638,,,,
1152,"(-8, 3, -3)",433.08,457.42,16.49,321.8,"(3, 8, 3)",1.284208217,27.7392359,1.476046089,,,,
1153,"(-3, 8, -3)",433.08,499.85,12.52,22.7,"(3, 8, 3)",1.284208217,39.92412141,5.333067093,,,,
1154,"(-3, 3, -8)",433.08,477.95,12.92,496.1,"(3, 8, 3)",1.284208217,36.99303406,3.472910217,,,,
1155,"(-3, -3, 8)",433.08,451.08,19.04,566.2,"(3, 8, 3)",1.284208217,23.69117647,0.945378151,,,,
1156,"(8, -3, 3)",433.08,418.81,18.66,309.4,"(3, 8, 3)",1.284208217,22.44426581,-0.764737406,,,,
1157,"(3, -8, 3)",433.08,458.99,15.03,11.1,"(3, 8, 3)",1.284208217,30.53825682,1.723885562,,,,
1158,"(3, -3, 8)",433.08,502.1,17.33,482.4,"(3, 8, 3)",1.284208217,28.9728794,3.982688979,,,,
1159,"(3, 3, -8)",433.08,419.02,15.6,586.4,"(3, 8, 3)",1.284208217,26.86025641,-0.901282051,,,,
1160,"(-8, 4, 0)",10.85,14.96,8.93,131.2,"(0, 8, 4)",1.300161726,1.67525196,0.460246361,,,,
1161,"(8, -4, 0)",10.85,17.31,13.18,117.4,"(0, 8, 4)",1.300161726,1.313353566,0.490136571,,,,
1162,"(-8, 0, -4)",10.85,-2.24,13.08,539.8,"(0, 8, 4)",1.300161726,-0.171253823,-1.000764526,,,,
1163,"(8, 0, 4)",10.85,23.8,17.05,533.5,"(0, 8, 4)",1.300161726,1.395894428,0.759530792,,,,
1164,"(0, -4, 8)",10.85,17.05,14.15,439.9,"(0, 8, 4)",1.300161726,1.204946996,0.438162544,,,,
1165,"(0, 4, -8)",10.85,-7.93,8.89,449.7,"(0, 8, 4)",1.300161726,-0.892013498,-2.112485939,,,,
1166,"(8, -4, -1)",34.14,58.46,12.69,60.9,"(1, 8, 4)",1.292111111,4.60677699,1.916469661,,,,
1167,"(-8, 4, -1)",34.14,58.27,10.07,180.5,"(1, 8, 4)",1.292111111,5.786494538,2.396226415,,,,
1168,"(-1, 8, -4)",34.14,45.41,6.41,21.8,"(1, 8, 4)",1.292111111,7.08424337,1.758190328,,,,
1169,"(-8, 1, -4)",34.14,28.83,10.52,473.1,"(1, 8, 4)",1.292111111,2.740494297,-0.504752852,,,,
1170,"(-1, 4, -8)",34.14,30.05,9,441.5,"(1, 8, 4)",1.292111111,3.338888889,-0.454444444,,,,
1171,"(-8, -1, 4)",34.14,-7.91,7.91,136.9,"(1, 8, 4)",1.292111111,-1,-5.316055626,,,,
1172,"(-1, -4, 8)",34.14,-14.52,14.52,439.4,"(1, 8, 4)",1.292111111,-1,-3.351239669,,,,
1173,"(-8, 4, 1)",34.14,33.65,7.63,69.7,"(1, 8, 4)",1.292111111,4.410222805,-0.064220183,,,,
1174,"(8, -4, 1)",34.14,23.11,12.94,169.3,"(1, 8, 4)",1.292111111,1.785935085,-0.852395672,,,,
1175,"(1, -8, 4)",34.14,36.5,10.78,10.6,"(1, 8, 4)",1.292111111,3.385899814,0.218923933,,,,
1176,"(8, -1, 4)",34.14,38.44,13.51,461.5,"(1, 8, 4)",1.292111111,2.845299778,0.318282754,,,,
1177,"(1, -4, 8)",34.14,24.88,13.79,430.9,"(1, 8, 4)",1.292111111,1.804205946,-0.671501088,,,,
1178,"(8, 1, -4)",34.14,41.58,7.86,103.6,"(1, 8, 4)",1.292111111,5.290076336,0.946564885,,,,
1179,"(1, 4, -8)",34.14,8.74,9.74,451.4,"(1, 8, 4)",1.292111111,0.897330595,-2.607802875,,,,
1180,"(-8, 4, -2)",12.7,8.06,11.77,232,"(2, 8, 4)",1.268827923,0.684791844,-0.3942226,,,,
1181,"(-2, 8, -4)",12.7,12.84,6.58,47.9,"(2, 8, 4)",1.268827923,1.951367781,0.021276596,,,,
1182,"(-4, 2, -8)",12.7,0.52,12.01,551.1,"(2, 8, 4)",1.268827923,0.043297252,-1.014154871,,,,
1183,"(-8, 2, -4)",12.7,46.87,13.89,417.4,"(2, 8, 4)",1.268827923,3.37437005,2.460043197,,,,
1184,"(-2, 4, -8)",12.7,32.32,9.23,0,"(2, 8, 4)",1.268827923,3.501625135,2.12567714,,,,
1185,"(-2, -4, 8)",12.7,37,14.74,447.7,"(2, 8, 4)",1.268827923,2.510176391,1.648575305,,,,
1186,"(8, -4, 2)",12.7,-13.72,13.72,214.5,"(2, 8, 4)",1.268827923,-1,-1.925655977,,,,
1187,"(2, -8, 4)",12.7,3.73,11.57,39.3,"(2, 8, 4)",1.268827923,0.32238548,-0.775280899,,,,
1188,"(4, -2, 8)",12.7,71.89,16.7,547.2,"(2, 8, 4)",1.268827923,4.304790419,3.544311377,,,,
1189,"(8, -2, 4)",12.7,18.71,17.34,402.6,"(2, 8, 4)",1.268827923,1.079008074,0.346597463,,,,
1190,"(2, -4, 8)",12.7,6.73,13.87,427.2,"(2, 8, 4)",1.268827923,0.485219899,-0.430425379,,,,
1191,"(8, 2, -4)",12.7,35.6,10.59,273.8,"(2, 8, 4)",1.268827923,3.361661945,2.162417375,,,,
1192,"(2, 4, -8)",12.7,65.17,10.78,460.3,"(2, 8, 4)",1.268827923,6.045454545,4.867346939,,,,
1193,"(-8, 4, -3)",14.57,42.85,13.27,262.9,"(3, 8, 4)",1.232671535,3.229088169,2.131122833,,,,
1194,"(-3, 8, -4)",14.57,15.09,6.94,73.2,"(3, 8, 4)",1.232671535,2.174351585,0.074927954,,,,
1195,"(-4, 3, -8)",14.57,29.58,9.7,490.5,"(3, 8, 4)",1.232671535,3.049484536,1.54742268,,,,
1196,"(-8, 3, -4)",14.57,55.33,14.38,359.3,"(3, 8, 4)",1.232671535,3.847705146,2.83449235,,,,
1197,"(-4, 8, -3)",14.57,-3.93,7.99,47.3,"(3, 8, 4)",1.232671535,-0.491864831,-2.315394243,,,,
1198,"(-3, 4, -8)",14.57,-0.95,9.92,434.8,"(3, 8, 4)",1.232671535,-0.095766129,-1.564516129,,,,
1199,"(-3, -4, 8)",14.57,-3.19,15.2,454.8,"(3, 8, 4)",1.232671535,-0.209868421,-1.168421053,,,,
1200,"(8, -4, 3)",14.57,-13.02,17.36,260.4,"(3, 8, 4)",1.232671535,-0.75,-1.589285714,,,,
1201,"(3, -8, 4)",14.57,26.03,12.38,63.5,"(3, 8, 4)",1.232671535,2.102584814,0.925686591,,,,
1202,"(4, -3, 8)",14.57,15.34,14.3,483.6,"(3, 8, 4)",1.232671535,1.072727273,0.053846154,,,,
1203,"(8, -3, 4)",14.57,-17.99,17.99,348.9,"(3, 8, 4)",1.232671535,-1,-1.809894386,,,,
1204,"(4, -8, 3)",14.57,29.14,12.32,37.2,"(3, 8, 4)",1.232671535,2.36525974,1.18262987,,,,
1205,"(3, -4, 8)",14.57,-6.78,15.27,417.5,"(3, 8, 4)",1.232671535,-0.444007859,-1.398166339,,,,
